genus,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Ochescapha,388.100,383.700,1,0,NaN
Ochetes,99.600,93.500,1,1,0.0193
Ochetoceras,155.700,145.500,35,2,0.0221
Ochetochilus,161.200,155.700,1,1,0.0174
Ochetosella,40.400,37.200,1,0,NaN
Ochmazochiton,279.500,272.500,3,3,0.0982
Ochotochlamys,221.500,183.000,2,0,NaN
Ochotomya,221.500,201.600,2,0,NaN
Ocinebrina,0.126,0.012,1,0,NaN
Ocnerorthis,501.000,488.300,4,0,NaN
Ocruranus,542.000,513.000,27,4,0.1169
Octameroceras,422.900,418.700,3,0,NaN
Octillaenus,449.500,445.600,1,0,NaN
Octonaria,455.800,388.100,9,0,NaN
Octopedatus,99.600,89.300,2,0,NaN
Oculichasmops,457.500,449.500,1,0,NaN
Oculina,65.500,0.007145,31,3,0.0555
Oculipora,416.000,402.500,8,0,NaN
Oculospongia,161.200,136.400,13,0,NaN
Oderoceras,478.600,466.000,1,0,NaN
Odessites,421.300,416.000,5,0,NaN
Odoghertyceras,201.600,196.500,1,0,NaN
Odontocephalus,391.900,388.100,17,0,NaN
Odontochile,422.900,391.900,44,0,NaN
Odontocyathoides,37.200,33.900,1,0,NaN
Odontogryphaea,70.600,61.700,3,0,NaN
Odontomaria,391.900,383.700,10,2,0.0253
Odontophyllum,391.900,383.700,4,0,NaN
Odontopleura,449.500,421.300,6,0,NaN
Odontoporella,13.650,5.332,2,0,NaN
Odontospirifer,272.500,254.000,21,1,0.0017
Odostomia,61.700,0.000,18,9,0.0008
Oecematobolbina,468.100,449.500,3,0,NaN
Oecoptychius,164.700,161.200,3,0,NaN
Oecotraustes,171.600,161.200,4,2,0.0116
Oedalmia,212.000,205.600,3,0,NaN
Oedalmiopsis,140.200,136.400,1,0,NaN
Oedicybele,455.800,449.500,2,0,NaN
Oedorhachis,513.000,501.000,1,1,0.0506
Oehlerticrinus,416.000,409.100,2,0,NaN
Oekentorpia,402.500,391.900,1,0,NaN
Oelandia,516.000,501.000,5,0,NaN
Oelandiella,542.000,501.000,44,0,NaN
Oelandocaris,501.000,488.300,3,3,0.1915
Oelandoceras,471.800,466.000,1,1,0.0217
Oenonites,449.500,443.700,1,0,NaN
Oenopota,0.012,0.000,2,2,0.0034
Oepikaluta,505.000,504.000,1,1,1.0000
Oepikella,468.100,449.500,11,0,NaN
Oepikila,501.000,488.300,2,0,NaN
Oepikina,463.500,443.700,92,15,0.0357
Oepikium,466.000,449.500,3,0,NaN
Offaster,85.800,70.600,4,2,0.0033
Offneria,125.450,122.460,21,2,0.0048
Ogbinia,279.500,254.000,48,9,0.1681
Ogbinofenestella,268.000,265.000,1,0,NaN
Ogbinopora,272.500,259.000,10,1,0.0769
Ogilviastraea,109.000,65.500,4,1,0.0404
Ogilviecoelia,295.000,290.100,1,0,NaN
Ogilviella,416.000,391.900,9,3,0.0411
Ogilvinella,150.800,140.200,1,0,NaN
Ogivalia,20.430,15.970,1,0,NaN
Ogivalina,65.500,61.700,1,0,NaN
Oglu,416.000,391.900,4,1,0.0087
Oglupes,428.200,418.700,3,0,NaN
Ogmasaphus,463.500,460.900,1,0,NaN
Ogmoconcha,251.300,183.000,34,0,NaN
Ogmoconchella,205.600,182.000,55,0,NaN
Ogmoopsis,468.100,460.900,2,0,NaN
Ogyginus,471.800,466.000,3,0,NaN
Ogygiocaris,478.600,466.000,2,0,NaN
Ogygites,460.900,449.500,3,0,NaN
Ogygitoides,478.600,460.900,2,0,NaN
Ogygoceras,478.600,471.800,1,1,0.2222
Ogygopsis,516.000,505.000,9,1,0.0061
Oidalagnostus,505.000,501.000,1,0,NaN
Oikozetetes,513.000,501.000,1,0,NaN
Oina,516.000,513.000,2,1,0.2754
Oinochoe,416.000,412.300,1,0,NaN
Oklahomacrinus,314.600,279.500,3,1,0.0061
Oklahomacystis,460.900,449.500,1,0,NaN
Okulitchicyathus,530.000,513.000,36,1,0.0909
Olangocoelia,247.200,232.000,8,0,NaN
Olcostephanus,161.200,130.000,71,1,0.0135
Oldhamina,298.900,252.300,68,15,0.0820
Olenaspella,501.000,488.300,11,3,0.1016
Olenekina,505.000,501.000,1,0,NaN
Olenellus,516.000,505.000,20,9,0.1960
Olenikites,252.300,247.200,3,0,NaN
Olenoides,516.000,501.000,23,5,0.0432
Olentella,501.000,488.300,3,0,NaN
Olenus,501.000,488.300,6,0,NaN
Oliganisus,254.000,252.300,7,0,NaN
Oligocythereis,167.700,155.700,4,0,NaN
Oligometopus,501.000,488.300,2,1,0.0221
Oligophylloides,364.700,360.700,1,0,NaN
Oligophyma,7.246,5.332,1,0,NaN
Oligoplagia,205.600,201.600,2,0,NaN
Oligopodia,15.970,11.608,1,0,NaN
Oligopygus,40.400,33.900,17,7,0.1276
Oligorhytisia,175.600,171.600,1,0,NaN
Oligorthis,478.600,466.000,1,0,NaN
Oligothyrina,303.400,272.500,4,2,0.0307
Oliva,37.200,0.000,89,4,0.0089
Olivancillaria,65.500,5.332,7,1,0.0059
Olivella,40.400,0.12,37,5,0.0078
Omalogyra,28.400,0.781,2,0,NaN
Omalosecosa,7.246,5.332,1,0,NaN
Omanicrinus,295.000,290.100,1,0,NaN
Omanidacna,28.400,23.030,3,0,NaN
Omanilasma,268.000,252.300,29,5,0.2053
Ombonia,268.000,252.300,37,8,0.1103
Omiphyllum,345.300,326.400,1,0,NaN
Omma,150.800,145.500,4,3,0.0073
Ommatocarcinus,15.970,11.608,2,0,NaN
Omojuvavites,221.500,215.560,2,2,0.5000
Omolonella,221.500,205.600,1,0,NaN
Omolonia,279.500,272.500,1,0,NaN
Omospira,457.500,452.500,36,5,0.1066
Omphalocirrus,412.300,383.700,15,2,0.0377
Omphalonema,409.100,391.900,1,0,NaN
Omphalophyllia,242.000,205.600,18,0,NaN
Omphalophylliopsis,189.600,183.000,1,1,0.0046
Omphaloptycha,265.000,196.500,64,49,0.0198
Omphaloptychia,279.500,242.000,16,14,0.0723
Omphalotrochus,391.900,272.500,77,63,0.2868
Onaraspis,513.000,501.000,1,0,NaN
Oncagnostus,501.000,488.300,7,0,NaN
Onchocephalina,516.000,513.000,6,0,NaN
Onchocephalites,516.000,501.000,12,2,0.0874
Onchocephalus,516.000,505.000,21,2,0.0887
Onchometopus,449.500,443.700,1,0,NaN
Onchonotellus,505.000,488.300,3,1,1.0000
Onchonotopsis,513.000,501.000,2,1,0.0435
Onchonotus,498.500,488.300,10,0,NaN
Onchotrochus,99.600,89.300,5,2,0.1043
Oncoceras,466.000,391.900,25,3,0.2068
Oncochilus,279.500,201.600,4,3,0.0012
Oncosarina,290.100,272.500,19,3,0.1007
Oncousoecia,161.200,28.400,8,0,NaN
Oneirophantites,242.000,235.000,1,1,0.0164
Oneotoceras,488.300,478.600,1,0,NaN
Onkospira,140.200,93.500,3,2,0.0128
Onnia,460.900,449.500,5,0,NaN
Onniella,460.900,443.700,20,1,0.1034
Onoba,23.030,0.781,21,1,0.0146
Onustus,167.700,164.700,1,0,NaN
Onychaster,345.300,342.800,1,0,NaN
Onychocella,85.800,5.332,21,3,0.0223
Onychoceras,478.600,471.800,2,2,0.0867
Onychochilus,488.300,412.300,10,1,0.0017
Onychocrinus,360.700,326.400,6,2,0.0066
Onychoplecia,471.800,466.000,5,0,NaN
Onychopterella,443.700,416.000,3,0,NaN
Onychopyge,488.300,478.600,3,2,0.9636
Onychotreta,428.200,422.900,6,0,NaN
Onycopyge,428.200,422.900,1,0,NaN
Oocerina,428.200,418.700,2,0,NaN
Oocorys,33.900,15.970,2,1,0.0455
Oolitica,125.450,112.030,2,0,NaN
Oolopygus,99.600,65.500,16,2,0.0063
Oonocarcinus,268.000,265.000,4,0,NaN
Oonoceras,463.500,383.700,15,3,0.6934
Oosterella,140.200,130.000,23,2,0.0202
Oosterinkia,247.200,242.000,1,1,1.0000
Oostrombus,40.400,33.900,5,0,NaN
Opalia,70.600,23.030,3,0,NaN
Opaliopsis,11.608,5.332,1,0,NaN
Opertochasma,99.600,65.500,19,1,0.0015
Ophiacantha,164.700,61.700,15,2,0.0019
Ophiactis,112.030,65.500,5,3,0.0116
Ophiarachna,70.600,61.700,1,0,NaN
Ophiaulax,252.300,247.200,1,0,NaN
Ophiceras,254.000,251.300,94,28,0.1257
Ophidioceras,428.200,418.700,8,0,NaN
Ophileta,488.300,471.800,36,2,0.0556
Ophiletina,460.900,449.500,26,1,0.0019
Ophioceras,422.900,418.700,3,0,NaN
Ophiocoma,99.600,61.700,20,6,0.0161
Ophiocten,70.600,61.700,2,0,NaN
Ophioderma,164.700,65.500,16,5,0.0072
Ophiodesia,161.200,155.700,1,1,0.0244
Ophioglypha,201.600,89.300,2,1,1.0000
Ophiohybris,167.700,164.700,1,1,1.0000
Ophiolepis,247.200,65.500,8,3,0.1545
Ophioma,11.608,5.332,1,1,0.5000
Ophiomusium,196.500,15.970,41,7,0.2046
Ophiomyxa,83.500,65.500,11,1,0.0014
Ophionautilus,171.600,164.700,8,0,NaN
Ophiopetra,167.700,145.500,10,4,0.6263
Ophiopeza,171.600,164.700,2,2,0.2673
Ophiopolytretus,364.700,360.700,1,1,0.2464
Ophioscolex,83.500,65.500,7,1,0.0028
Ophiosmilax,83.500,65.500,5,0,NaN
Ophiothela,83.500,65.500,2,1,0.0014
Ophiothrix,83.500,65.500,4,0,NaN
Ophiotitanos,99.600,61.700,25,10,0.1233
Ophioxenikos,488.300,471.800,1,1,1.0000
Ophiura,205.600,109.000,4,4,0.9306
Ophiurella,161.200,145.500,3,1,0.0294
Ophiuricoma,175.600,171.600,1,1,0.2500
Ophryaster,89.300,65.500,5,1,0.8000
Opikatia,460.900,449.500,6,0,NaN
Opikina,460.900,443.700,32,0,NaN
Opipeuter,471.800,468.100,3,0,NaN
Opis,167.700,65.500,58,24,0.0153
Opisoma,196.500,150.800,8,0,NaN
Opisthophyllum,150.800,122.460,8,6,0.0139
Opisthoptera,449.500,443.700,3,1,0.0268
Opisthotreta,513.000,488.300,12,1,1.0000
Opisthotrigonia,150.800,145.500,1,0,NaN
Opoa,436.000,428.200,7,0,NaN
Oppelia,171.600,155.700,10,1,0.0034
Oppelismilia,235.000,183.000,4,0,NaN
Oppenheimopecten,20.430,0.012,8,1,0.0017
Opsiconidion,436.000,391.900,7,0,NaN
Opsidiscus,513.000,501.000,1,1,0.2500
Opsis,150.800,145.500,1,1,0.0370
Orbicella,5.332,0.012,1,0,NaN
Orbicoelia,318.100,251.300,132,29,0.0311
Orbiculatisinurostrum,376.100,370.600,1,0,NaN
Orbiculoidea,478.600,242.000,153,22,0.0496
Orbicyathellus,520.000,516.000,1,0,NaN
Orbicyathus,520.000,516.000,29,0,NaN
Orbignya,93.500,89.300,6,0,NaN
Orbignyella,460.900,421.300,17,0,NaN
Orbignygyra,122.460,65.500,11,4,0.0218
Orbinaria,360.700,353.800,3,0,NaN
Orbipora,468.100,443.700,5,0,NaN
Orbiramus,488.300,478.600,5,0,NaN
Orbirhynchia,130.000,89.300,22,2,0.0418
Orbithele,501.000,478.600,3,0,NaN
Orbitoproetus,412.300,383.700,11,0,NaN
Orbitremites,345.300,345.000,1,0,NaN
Ordinacrinus,460.900,449.500,1,0,NaN
Ordinatus,161.200,150.800,15,12,0.0478
Ordosoceras,478.600,466.000,3,0,NaN
Oreaster,150.800,145.500,1,0,NaN
Orecopia,409.100,379.500,8,2,0.5746
Oreisator,513.000,501.000,2,0,NaN
Orestites,242.000,235.000,1,0,NaN
Orientospirifer,416.000,409.100,3,0,NaN
Oriocrassatella,318.100,254.000,9,1,0.1808
Oriomphalus,416.000,409.100,9,6,0.0024
Orionastraea,336.000,326.400,10,0,NaN
Orionina,11.608,5.332,1,0,NaN
Orionoides,164.700,161.200,2,1,0.0204
Oriostoma,449.500,388.100,74,9,0.0065
Oriskania,412.300,409.100,1,0,NaN
Orlinocyathus,516.000,513.000,1,0,NaN
Ormathops,460.900,449.500,1,0,NaN
Ormoceras,468.100,412.300,47,5,0.5520
Ornatoporta,70.600,65.500,1,0,NaN
Ornatoserra,388.100,383.700,1,0,NaN
Ornatothyris,99.600,93.500,1,0,NaN
Ornithella,235.000,150.800,16,1,0.0360
Ornithopecten,252.300,235.000,4,2,0.0102
Ornollus,388.100,383.700,2,0,NaN
Ornopsis,83.500,61.700,23,19,0.0087
Ornothyrella,449.500,445.600,1,0,NaN
Orocystites,457.500,443.700,1,0,NaN
Orometopus,488.300,466.000,4,0,NaN
Orophocrinus,360.700,353.800,1,0,NaN
Orospira,478.600,471.800,11,0,NaN
Orphanaspis,449.500,443.700,1,0,NaN
Orstenotubulus,501.000,488.300,1,1,0.0889
Orthambonites,478.600,449.500,74,0,NaN
Orthaspidoceras,150.800,150.800,2,1,1.0000
Orthaulax,33.900,11.608,29,0,NaN
Orthidiella,478.600,460.900,49,0,NaN
Orthidium,488.300,468.100,11,1,0.3636
Orthildaites,183.000,182.000,5,0,NaN
Orthis,488.300,164.700,76,1,0.0129
Orthobairdia,360.700,251.300,82,0,NaN
Orthocardium,40.400,37.200,2,0,NaN
Orthoceras,478.600,205.600,204,10,0.3616
Orthochetus,65.500,61.700,1,0,NaN
Orthocrinus,412.300,409.100,1,0,NaN
Orthocycloceras,428.200,416.000,12,1,0.2500
Orthocypris,428.200,376.100,18,0,NaN
Orthodesma,452.000,445.600,22,1,0.0470
Orthodochmioceras,436.000,428.200,1,0,NaN
Orthogarantiana,171.600,167.700,1,0,NaN
Orthogonocrinus,93.500,89.300,1,1,0.2047
Orthograptus,460.900,416.000,18,0,NaN
Ortholophus,15.970,13.650,2,0,NaN
Orthomyalina,318.100,254.000,39,33,0.1950
Orthonema,318.100,254.000,66,36,0.0318
Orthonota,426.200,360.700,3,0,NaN
Orthonybyoceras,468.100,449.500,2,0,NaN
Orthonychia,436.000,259.000,113,52,0.0258
Orthophlebia,205.600,196.500,5,5,0.2190
Orthophlebioides,205.600,196.500,3,3,0.1429
Orthophyllum,422.900,383.700,2,0,NaN
Orthopleura,388.100,383.700,2,0,NaN
Orthopora,445.600,383.700,4,0,NaN
Orthopsis,99.600,65.500,13,4,0.0148
Orthoptychus,99.600,93.500,3,0,NaN
Orthorhynchula,457.500,449.500,27,17,0.1792
Orthorizoceras,418.700,416.000,1,1,0.0625
Orthosphinctes,155.700,155.700,50,3,0.4370
Orthospirifer,422.900,376.100,9,0,NaN
Orthostrophella,449.500,409.100,10,0,NaN
Orthostrophia,421.300,416.000,7,0,NaN
Orthostylus,235.000,232.000,2,0,NaN
Orthosurcula,65.500,55.800,3,1,0.0064
Orthotetella,303.400,272.500,14,0,NaN
Orthotetes,418.700,252.300,130,57,0.0496
Orthotheca,520.000,388.100,7,1,1.0000
Orthothetina,290.100,252.300,200,36,0.0645
Orthothrix,259.000,254.000,27,0,NaN
Orthotichia,318.100,251.300,134,34,0.0416
Orthotoma,196.500,167.700,8,7,0.0738
Orthotrigonia,201.600,161.200,4,2,0.0145
Orthriochiton,498.500,488.300,2,0,NaN
Ortonella,449.500,443.700,1,1,0.0201
Orulgania,303.400,298.900,1,0,NaN
Oryctocephalina,516.000,513.000,1,0,NaN
Oryctocephalites,516.000,501.000,15,8,0.3669
Oryctocephalops,513.000,501.000,1,1,1.0000
Oryctocephalus,513.000,505.000,29,11,0.6541
Oryctothemis,205.600,201.600,1,1,0.3333
Orygmaspis,498.500,488.300,5,0,NaN
Osadchiites,520.000,516.000,6,0,NaN
Oscillopha,70.600,65.500,16,0,NaN
Osculigera,83.500,65.500,3,0,NaN
Osculipora,65.500,61.700,1,0,NaN
Oslodictyon,439.000,428.200,1,0,NaN
Osmarella,205.600,201.600,4,0,NaN
Osmolskia,360.700,345.300,1,0,NaN
Osmotoxotis,426.200,422.900,1,0,NaN
Osmylites,150.800,145.500,3,3,0.0152
Osmylochrysa,145.500,140.200,2,2,0.1250
Osmylopsis,145.500,140.200,2,2,0.1000
Osperleioceras,182.000,175.600,1,0,NaN
Ossimimus,279.500,268.000,4,0,NaN
Ostenocaris,196.500,189.600,1,0,NaN
Osteocrinus,242.000,201.600,5,0,NaN
Osteomya,196.500,161.200,8,4,0.0164
Osthimosia,37.200,33.900,1,0,NaN
Ostlingoceras,105.300,93.500,11,7,0.0473
Ostrea,272.500,0.0067,558,113,0.0397
Ostreola,7.246,0.007145,6,1,0.0006
Otapiria,212.000,189.600,14,0,NaN
Otariella,272.500,259.000,10,5,0.2045
Otarion,460.900,376.100,143,23,0.1538
Otoceras,254.000,251.300,34,18,0.1988
Otohoplites,112.030,109.000,3,0,NaN
Otospirifer,402.500,391.900,2,0,NaN
Otostoma,130.000,61.700,5,3,0.0034
Ottawacrinus,460.900,449.500,4,0,NaN
Ottenbyella,498.500,478.600,16,6,0.6092
Ottoseetaxis,468.100,449.500,8,0,NaN
Otusia,501.000,488.300,1,0,NaN
Oulastrea,0.006,0.005,1,0,NaN
Oulophyllia,33.900,0.00299,22,5,0.0193
Ovalastraeopsis,171.600,161.200,2,0,NaN
Ovalastrea,164.700,99.600,90,15,0.0328
Ovalitheca,542.000,520.000,10,0,NaN
Ovalocephalus,478.600,445.600,25,1,0.0045
Ovalorobius,145.500,140.200,1,1,0.1250
Ovatathyris,105.300,99.600,1,1,0.1883
Ovatella,65.500,61.700,2,2,0.0001
Ovatia,360.700,314.600,65,34,0.0703
Ovatoquasillites,388.100,383.700,1,0,NaN
Ovatoryctocara,513.000,501.000,2,2,0.0725
Overtonia,345.000,326.400,12,0,NaN
Overtoniina,290.100,279.500,3,0,NaN
Ovispirifer,259.000,254.000,2,2,0.3536
Ovobactrites,290.100,279.500,1,0,NaN
Ovoceras,391.900,388.100,1,0,NaN
Ovornina,290.100,279.500,1,0,NaN
Ovula,55.800,0.012,4,3,0.0111
Owenella,542.000,488.300,1,0,NaN
Owenites,251.300,247.200,42,9,0.1881
Owenoceras,313.800,305.900,1,0,NaN
Oxoplecia,471.800,422.900,35,13,0.0583
Oxyarietites,196.500,189.600,2,0,NaN
Oxybeloceras,89.300,70.600,4,0,NaN
Oxycerites,171.600,161.200,10,0,NaN
Oxychilus,2.588,0.012,1,0,NaN
Oxycolpella,232.000,201.600,53,31,0.1481
Oxygonioceras,449.500,443.700,1,0,NaN
Oxyloma,171.600,150.800,2,2,0.2828
Oxynautilus,221.500,215.560,2,0,NaN
Oxynoticeras,196.500,183.000,4,0,NaN
Oxypleurorhynchia,418.700,416.000,1,0,NaN
Oxypora,20.430,0.005,5,0,NaN
Oxyprora,339.400,336.000,6,0,NaN
Oxyspira,391.900,388.100,2,1,0.1053
Oxyteuthis,140.200,125.450,2,0,NaN
Oxytoma,259.000,65.500,98,32,0.0238
Oxytornoceras,376.100,370.600,3,0,NaN
Oxytropidoceras,112.030,99.600,58,1,0.0013
Oyenaster,37.200,33.900,1,1,1.0000
Ozakiphyllum,345.300,314.600,3,0,NaN
Ozarkina,488.300,478.600,5,0,NaN
Ozarkispira,488.300,478.600,2,1,0.0556
Ozarkoconus,488.300,478.600,1,0,NaN
Pachastrella,150.800,145.500,1,0,NaN
Pachecoa,48.600,40.400,1,0,NaN
Pachendoceras,488.300,478.600,2,2,0.0680
Pachyascus,161.200,155.700,1,1,0.0046
Pachyaspis,516.000,501.000,3,1,0.1111
Pachycardia,235.000,232.000,1,0,NaN
Pachycardium,83.500,65.500,20,0,NaN
Pachyceras,164.700,155.700,13,1,0.0034
Pachycoleon,145.500,140.200,1,1,0.0137
Pachycothon,155.700,150.800,3,0,NaN
Pachycranium,488.300,478.600,3,0,NaN
Pachycrommium,55.800,3.4,34,7,0.0461
Pachycymbiola,11.608,5.332,1,0,NaN
Pachycyrtella,295.000,290.100,1,1,0.9773
Pachycythara,145.500,140.200,1,0,NaN
Pachydendron,221.500,215.560,4,0,NaN
Pachydera,65.500,61.700,1,1,0.0062
Pachydesmoceras,93.500,85.800,7,0,NaN
Pachydictya,466.000,422.900,74,0,NaN
Pachydiscoceras,254.000,252.300,7,0,NaN
Pachydiscus,89.300,65.500,47,21,0.0103
Pachydomella,416.000,416.000,1,0,NaN
Pachyerymnoceras,164.700,161.200,19,0,NaN
Pachyfavosites,422.900,382.400,72,2,0.0155
Pachyglossella,460.900,449.500,11,0,NaN
Pachygrapsus,13.650,11.608,1,0,NaN
Pachygyra,161.200,33.900,6,2,0.0381
Pachyhelioplasma,418.700,402.500,2,0,NaN
Pachylasma,55.800,36.000,4,0,NaN
Pachylites,422.900,421.300,1,0,NaN
Pachylocrinus,360.700,342.800,2,2,0.0147
Pachymelon,28.400,23.030,1,0,NaN
Pachymya,212.000,65.500,26,21,0.0379
Pachymytilus,150.800,145.500,2,0,NaN
Pachyomphalus,252.300,232.000,7,2,0.0046
Pachyphyllia,83.500,70.600,2,0,NaN
Pachyphyllum,388.100,376.100,56,1,0.0350
Pachyplax,402.500,391.900,26,24,0.1792
Pachypoma,235.000,232.000,8,0,NaN
Pachypora,428.200,376.100,11,0,NaN
Pachypoterion,85.800,83.500,1,0,NaN
Pachypseudoplasmopora,422.900,418.700,1,0,NaN
Pachypteria,339.400,336.000,1,0,NaN
Pachyrisma,201.600,145.500,6,1,0.0018
Pachyseris,23.030,0.003625,62,12,0.0504
Pachysmilia,196.500,189.600,1,0,NaN
Pachysolenia,242.000,215.560,9,0,NaN
Pachysphinctes,150.800,150.800,8,6,0.2485
Pachyspongia,383.700,376.100,1,0,NaN
Pachystriatopora,409.100,391.900,1,0,NaN
Pachystroma,436.000,428.200,7,0,NaN
Pachystrophia,463.500,388.100,20,5,0.0011
Pachystylostroma,460.900,428.200,34,12,0.3281
Pachyteichisma,161.200,150.800,17,4,0.0259
Pachyteuthis,145.500,140.200,2,0,NaN
Pachytheca,426.200,383.700,7,0,NaN
Pachythecalis,221.500,215.560,1,0,NaN
Pachythecella,65.500,61.700,4,2,0.0268
Pachytilodia,93.500,89.300,2,0,NaN
Pachytraga,136.400,122.460,7,1,0.0048
Pacificaprina,105.300,99.600,1,0,NaN
Pacificocoelia,416.000,388.100,4,1,0.0915
Paciphacops,416.000,409.100,10,6,0.3750
Pacitrigonia,70.600,65.500,13,1,0.0532
Paeckelmanella,303.400,265.000,5,0,NaN
Paedephemera,150.800,145.500,5,4,0.0192
Paedeumias,530.000,513.000,2,0,NaN
Paelospongia,242.000,235.000,1,0,NaN
Paenebeltella,488.300,478.600,6,0,NaN
Paffrathia,388.100,383.700,4,0,NaN
Paffratholoron,388.100,383.700,1,0,NaN
Paffrathopsis,388.100,252.300,15,1,0.0172
Pagetia,516.000,505.000,18,2,0.1432
Pagetides,516.000,513.000,5,2,0.0178
Pagodatrochus,23.030,15.970,1,0,NaN
Pagodea,416.000,388.100,3,0,NaN
Pagodia,501.000,488.300,1,0,NaN
Pagodula,11.608,5.332,2,0,NaN
Paguristes,7.246,5.332,2,0,NaN
Pagurus,7.246,5.332,1,0,NaN
Paiderocrinus,443.700,428.200,2,0,NaN
Paijenborchella,0.012,0.000,1,0,NaN
Paladin,360.700,259.000,71,37,0.0169
Paladmete,83.500,65.500,24,5,0.0100
Palaeacis,360.700,336.000,13,0,NaN
Palaeacmaea,488.300,235.000,5,1,0.0017
Palaeadotes,501.000,498.500,3,0,NaN
Palaearaea,439.000,436.000,1,0,NaN
Palaeastacus,175.600,171.600,1,0,NaN
Palaeastraea,232.000,201.600,29,4,0.1886
Palaechinus,342.800,339.400,1,0,NaN
Palaega,83.500,61.700,2,0,NaN
Palaemon,125.450,122.460,1,1,1.0000
Palaeoalvania,360.700,345.300,1,0,NaN
Palaeobolus,516.000,513.000,3,0,NaN
Palaeocapulus,345.300,342.800,6,0,NaN
Palaeocardia,428.200,416.000,3,0,NaN
Palaeocardita,235.000,175.600,42,13,0.0572
Palaeocarpilius,55.800,33.900,1,1,1.0000
Palaeocaudina,306.950,254.000,4,0,NaN
Palaeoceras,501.000,488.300,2,2,0.2652
Palaeocollonia,235.000,232.000,2,0,NaN
Palaeocoma,205.600,189.600,2,0,NaN
Palaeoconcha,460.900,443.700,3,0,NaN
Palaeoconularia,516.000,513.000,1,0,NaN
Palaeocorolites,412.300,409.100,1,0,NaN
Palaeocoryne,345.000,336.000,2,0,NaN
Palaeocrangon,259.000,254.000,3,0,NaN
Palaeocrinus,460.900,449.500,3,0,NaN
Palaeoctopus,93.500,89.300,1,1,1.0000
Palaeocucumaria,391.900,388.100,1,0,NaN
Palaeocycloceras,478.600,468.100,1,0,NaN
Palaeocyclus,436.000,428.200,7,0,NaN
Palaeocypraea,65.500,61.700,1,0,NaN
Palaeocystites,466.000,460.900,3,0,NaN
Palaeodawsonocerina,460.900,445.600,8,6,0.9067
Palaeodictyota,418.700,412.300,7,0,NaN
Palaeodromites,112.030,93.500,2,0,NaN
Palaeoglossa,460.900,436.000,7,0,NaN
Palaeohelia,99.600,93.500,1,0,NaN
Palaeohemioedema,388.100,383.700,1,0,NaN
Palaeoheteroptera,150.800,145.500,4,3,0.0410
Palaeohydatina,164.700,161.200,6,5,0.0201
Palaeojerea,268.000,265.000,1,0,NaN
Palaeolenella,520.000,516.000,2,0,NaN
Palaeolima,339.400,235.000,21,0,NaN
Palaeomanon,428.200,426.200,3,0,NaN
Palaeomoera,70.600,65.500,6,0,NaN
Palaeomphalus,460.900,443.700,2,0,NaN
Palaeomussa,161.200,155.700,1,0,NaN
Palaeonarica,252.300,205.600,8,3,0.0109
Palaeoneilo,488.300,155.700,148,13,0.1095
Palaeoniso,235.000,232.000,2,0,NaN
Palaeontina,167.700,164.700,1,1,1.0000
Palaeonucula,279.500,112.030,138,95,0.0290
Palaeopecten,422.900,421.300,2,2,0.0060
Palaeopedina,201.600,196.500,2,0,NaN
Palaeopemphix,268.000,265.000,3,0,NaN
Palaeopharus,212.000,205.600,3,0,NaN
Palaeophilomedes,383.700,376.100,1,0,NaN
Palaeophyllites,251.300,247.200,3,1,0.0714
Palaeophyllum,488.300,418.700,82,0,NaN
Palaeoplesiastraea,20.430,5.332,20,2,0.1396
Palaeoporites,460.900,428.200,5,0,NaN
Palaeopsammia,125.450,61.700,10,2,0.0077
Palaeopteria,449.500,443.700,1,0,NaN
Palaeoschada,428.200,418.700,2,0,NaN
Palaeoschisma,478.600,445.600,3,0,NaN
Palaeoscolex,516.000,513.000,3,2,0.4330
Palaeoscurria,468.100,383.700,5,0,NaN
Palaeosmilia,364.700,259.000,79,23,0.0815
Palaeosolen,295.000,290.100,1,0,NaN
Palaeostrophia,501.000,478.600,27,0,NaN
Palaeostrophomena,460.900,449.500,1,0,NaN
Palaeostylus,345.000,252.300,55,32,0.0122
Palaeotrimerella,460.900,449.500,1,0,NaN
Palaeotriton,235.000,232.000,3,0,NaN
Palaeotrochus,391.900,388.100,1,0,NaN
Palaeoxanthopsis,70.600,65.500,1,0,NaN
Palaeoypsilus,201.600,189.600,1,0,NaN
Palaeozyga,412.300,391.900,2,0,NaN
Palaeozygopleura,416.000,272.500,65,3,0.0206
Palanatina,254.000,252.300,1,1,1.0000
Palangaria,125.450,112.030,1,1,0.3333
Palasterina,428.200,422.900,1,1,0.1000
Palastraea,336.000,318.100,9,0,NaN
Palauastrea,15.5,15.5,1,0,NaN
Palaxius,221.500,205.600,2,0,NaN
Paldoceras,471.800,460.900,3,3,0.1417
Palelpidia,235.000,205.600,1,0,NaN
Paleoalveolites,460.900,449.500,1,0,NaN
Paleoastroides,23.030,15.970,2,0,NaN
Paleochiridota,303.400,295.000,1,0,NaN
Paleochiton,488.300,468.100,1,0,NaN
Paleofavosites,452.000,418.700,145,3,0.2646
Paleofossus,516.000,513.000,1,0,NaN
Paleolimulus,295.000,279.500,2,0,NaN
Paleooryctocephalus,516.000,513.000,1,0,NaN
Paleopentacta,112.030,99.600,1,1,0.0667
Paleopsephaea,99.600,65.500,3,0,NaN
Paleowaagia,298.900,268.000,12,0,NaN
