genus,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Neopuzosia,89.300,83.500,3,0,NaN
Neopycnodonte,23.030,0.012,16,5,0.0164
Neorapana,0.126,0.012,1,0,NaN
Neorthophlebia,183.000,182.000,9,9,0.0027
Neoschisma,295.000,290.100,1,0,NaN
Neoschizodus,268.000,205.600,88,16,0.0158
Neosconsia,15.7,1.6,4,2,0.0017
Neoshumardites,295.000,279.500,7,6,0.0720
Neosichuanoceras,436.000,426.200,1,0,NaN
Neosilesites,122.460,109.000,3,1,1.0000
Neospirifer,326.400,252.300,285,134,0.1429
Neostenopoceras,254.000,252.300,1,0,NaN
Neostlingoceras,99.600,93.500,1,0,NaN
Neotainoceras,254.000,252.300,4,0,NaN
Neothyris,15.970,3.600,3,0,NaN
Neotollia,140.200,136.400,8,0,NaN
Neotornquistia,318.100,272.500,2,1,0.5000
Neotrigonia,15.970,5.332,7,0,NaN
Neotumarinia,279.500,268.000,14,10,0.9456
Neoturrilites,83.500,70.600,1,0,NaN
Neouddenites,290.100,272.500,5,1,1.0000
Neozaphrentis,345.300,345.000,2,0,NaN
Nepea,504.000,501.000,2,2,0.1130
Nephrolenellus,516.000,513.000,3,1,0.3750
Nephrops,65.500,7.246,4,0,NaN
Nepotilla,11.608,5.332,1,0,NaN
Neprotembia,279.500,272.500,1,1,0.0029
Neptunea,105.300,0.000,100,10,0.0136
Neptunopecten,295.000,259.000,11,1,1.0000
Neptunus,37.200,33.900,1,1,1.0000
Neraphidia,279.500,272.500,3,3,0.0053
Nereidavus,336.000,326.400,1,1,0.0077
Nereidella,478.600,460.900,3,0,NaN
Nerinea,167.700,83.500,32,7,0.0970
Nerinella,182.000,89.300,28,5,0.0172
Nerineopsis,136.400,125.450,1,0,NaN
Nerinoides,196.500,183.000,4,4,0.0201
Nerita,189.600,0.000,101,22,0.0049
Neritaria,252.300,205.600,17,15,0.0120
Neritilia,11.608,5.332,1,0,NaN
Neritina,201.600,0.000,48,12,0.0088
Neritoma,167.700,112.030,20,8,0.0166
Neritoplica,61.700,58.700,3,0,NaN
Neritopsis,201.600,2.588,19,9,0.0105
Nerudaspis,466.000,466.000,2,0,NaN
Nervostrophia,412.300,376.100,129,19,0.1263
Neseuretus,478.600,443.700,62,6,0.5860
Nesovitrea,0.126,0.012,1,0,NaN
Netherea,93.500,89.300,1,1,0.1000
Netschajewia,318.100,252.300,14,0,NaN
Nettapezoura,513.000,501.000,1,0,NaN
Neumanella,418.700,416.000,1,0,NaN
Neumania,478.600,468.100,11,9,0.0070
Neuqueniceras,164.700,161.200,1,0,NaN
Neuquinosmilia,171.600,168.400,2,2,0.1564
Neurobole,254.000,252.300,1,1,0.0104
Neurograptus,460.900,449.500,1,1,0.0002
Neuropora,164.700,161.200,1,1,0.0030
Nevadaphyllites,201.600,196.500,2,0,NaN
Nevadella,530.000,513.000,1,0,NaN
Nevadia,530.000,516.000,5,1,0.0554
Nevadites,242.000,235.000,2,1,0.0455
Neverita,65.500,0.000,429,109,0.0113
Newaagia,247.200,196.500,18,15,0.0066
Newberria,391.900,388.100,1,0,NaN
Newellipecten,364.700,360.700,1,0,NaN
Newportopora,460.900,449.500,5,0,NaN
Newsomella,422.900,418.700,1,0,NaN
Nexocrinus,443.700,412.300,4,0,NaN
Nicaisolopha,112.030,40.400,2,0,NaN
Nicaniella,205.600,61.700,213,190,0.0320
Niceforoceras,99.600,93.500,1,0,NaN
Nicella,70.600,65.500,1,0,NaN
Nicema,15.970,10.5,13,6,0.0014
Nicholsites,247.200,242.000,1,1,0.8000
Nicholsonella,478.600,471.800,1,0,NaN
Nicimitoceras,360.700,345.300,1,1,0.0075
Nicklesia,130.000,125.450,5,0,NaN
Nicklesopora,345.300,254.000,4,0,NaN
Nicolella,466.000,443.700,34,2,0.0418
Nicolorthis,460.900,449.500,1,0,NaN
Nicomedites,247.200,242.000,9,1,1.0000
Nielsenicrinus,61.700,58.700,1,0,NaN
Nieszkowskia,463.500,460.900,1,0,NaN
Nigericeras,93.500,89.300,1,0,NaN
Nihonia,11.608,3.600,1,0,NaN
Nikiforovaena,436.000,412.300,4,0,NaN
Nikiforovella,345.300,342.800,2,0,NaN
Nikitinoceras,140.200,136.400,44,5,0.1912
Nileus,488.300,455.800,10,1,0.2561
Nimbia,542.000,530.000,1,1,0.8750
Ningkianolithus,478.600,466.000,9,0,NaN
Niobe,488.300,466.000,4,0,NaN
Niobella,488.300,466.000,12,0,NaN
Niobides,478.600,468.100,7,0,NaN
Niobina,488.300,478.600,6,1,0.0526
Nioche,5.332,2.588,1,0,NaN
Nipponaspis,265.000,259.000,1,0,NaN
Nipponicorbula,99.600,93.500,1,0,NaN
Nipponites,93.500,65.500,5,0,NaN
Nipponitrigonia,171.600,93.500,44,2,0.2041
Nipponitys,83.500,65.500,4,0,NaN
Nipponoblatta,189.600,183.000,1,1,1.0000
Nipponomarcia,15.970,13.650,3,0,NaN
Nippononaia,145.500,99.600,5,0,NaN
Nippononectes,93.500,83.500,5,0,NaN
Nipteraxis,61.700,3.5,6,2,0.0004
Nipterocrinus,345.300,342.800,3,0,NaN
Niso,61.700,1.6,97,54,0.0024
Nisusia,530.000,498.500,5,0,NaN
Nitanoceras,242.000,235.000,11,2,0.4428
Nitidavenus,48.600,37.200,1,0,NaN
Nitidella,5.332,0.012,6,2,0.0157
Nitidiclavus,23.030,2.588,32,29,0.0038
Nitidulites,201.600,196.500,2,2,0.0238
Nitotacarcinus,55.800,33.900,1,0,NaN
Niutoushania,259.000,254.000,2,0,NaN
Nobiliasaphus,466.000,449.500,21,0,NaN
Nocturnellia,478.600,466.000,2,0,NaN
Nodambichilina,460.900,449.500,2,0,NaN
Nodicoeloceras,183.000,182.000,1,0,NaN
Nodipecten,28.400,0.000,57,16,0.0058
Nodisurculina,11.608,7.246,2,0,NaN
Nododelphinula,164.700,65.500,10,3,0.0211
Nodogastrioceras,272.500,268.000,4,0,NaN
Nodoloxonema,388.100,383.700,2,0,NaN
Nodomytilus,136.400,130.000,1,0,NaN
Nodospira,342.800,306.950,4,3,1.0000
Nodostoma,3.600,2.588,2,0,NaN
Nodozyga,336.000,326.400,1,0,NaN
Nodulus,2.588,0.012,1,0,NaN
Noetia,55.800,0.000,105,30,0.0042
Noetiopsis,48.600,37.200,1,0,NaN
Noetlingiconcha,247.200,242.000,1,0,NaN
Nolichuckia,513.000,498.500,2,1,1.0000
Nonactaeonina,83.500,65.500,25,8,0.0021
Nonurocythereis,13.650,7.246,8,5,0.0089
Noradonta,478.600,466.000,3,0,NaN
Nordenskjoeldaster,85.800,70.600,1,1,0.2500
Nordenskjoeldia,85.800,70.600,4,0,NaN
Nordophiceras,251.300,247.200,36,16,0.2322
Norella,221.500,205.600,1,0,NaN
Norephora,15.970,7.246,18,16,0.0016
Norfordia,443.700,422.900,1,0,NaN
Normalograptus,443.700,439.000,13,0,NaN
Norosirenites,221.500,215.560,3,0,NaN
Norrisia,48.600,0.122,10,3,0.0016
Northia,21.6,0.781,12,2,0.0017
Norwoodia,501.000,488.300,3,0,NaN
Nostoceras,83.500,65.500,51,1,0.0541
Notacirsa,40.400,15.900,5,0,NaN
Notanoplia,422.900,409.100,9,1,0.0593
Nothalosina,265.000,259.000,4,0,NaN
Nothorthis,478.600,460.900,26,21,0.0516
Nothozoe,460.900,455.800,2,0,NaN
Notiocatillocrinus,295.000,279.500,2,0,NaN
Notiochonetes,402.500,388.100,44,0,NaN
Notirus,23.030,15.970,1,0,NaN
Notoastarte,171.600,161.200,10,7,0.8773
Notoblastus,295.000,290.100,1,0,NaN
Notocallista,61.700,2.588,21,1,0.1412
Notocearagryllus,136.400,130.000,3,0,NaN
Notoceras,83.500,70.600,2,0,NaN
Notochlamys,28.400,23.030,1,0,NaN
Notocochlis,0.781,0.000,5,4,0.0034
Notoconchidium,416.000,412.300,8,0,NaN
Notoconularia,318.100,265.000,9,1,1.0000
Notocyathus,40.400,0.012,11,1,0.1475
Notodonax,70.600,65.500,1,1,0.0036
Notogenota,40.400,37.200,1,0,NaN
Notogrammatodon,48.600,11.608,11,0,NaN
Notoleptaena,422.900,409.100,14,1,0.0119
Notolimea,5.332,3.600,1,0,NaN
Notolosia,259.000,254.000,4,2,0.4742
Notonucula,409.100,391.900,6,0,NaN
Notopamphagopsis,235.000,221.500,1,1,0.0909
Notoparmella,422.900,412.300,7,0,NaN
Notopeltis,488.300,466.000,21,0,NaN
Notopeplum,33.900,11.608,4,0,NaN
Notoplejona,61.700,37.200,9,0,NaN
Notopocorystes,99.600,93.500,1,1,1.0000
Notorthisina,488.300,478.600,1,0,NaN
Notosaria,15.970,11.608,3,0,NaN
Notosetia,19.000,0.012,4,3,0.1590
Notosinister,19.000,15.900,1,0,NaN
Notospirifer,295.000,252.300,48,6,0.0123
Notospisula,5.332,0.012,3,0,NaN
Notostrea,37.200,3.600,7,0,NaN
Notostrophia,295.000,279.500,8,5,0.0352
Nototeredo,65.500,55.800,20,0,NaN
Notothyris,295.000,252.300,31,1,0.1111
Nototrigonia,105.300,99.600,5,0,NaN
Notovoluta,33.900,5.332,8,0,NaN
Novakella,466.000,466.000,8,2,0.1069
Novaspis,455.800,445.600,1,0,NaN
Noviaster,161.200,155.700,1,0,NaN
Noviphyllum,383.700,376.100,2,0,NaN
Nowakia,443.700,376.100,53,1,0.3333
Nowakites,89.300,83.500,5,1,0.0139
Nowracrinus,295.000,265.000,5,0,NaN
Nozeba,83.500,15.900,13,10,0.0085
Nuanducosia,318.100,305.900,1,0,NaN
Nucella,13.650,0.122,54,3,0.0025
Nucinella,189.600,2.588,39,26,0.0023
Nucleata,140.200,136.400,20,18,0.0428
Nucleocrinus,388.100,383.700,2,1,0.0041
Nucleolites,167.700,61.700,11,8,0.0083
Nucleopsis,37.200,33.900,1,0,NaN
Nucleopygus,99.600,85.800,7,5,0.0373
Nucleospira,436.000,318.100,130,31,0.0182
Nucleurus,439.000,428.200,3,0,NaN
Nucula,478.600,0.000,1223,580,0.0118
Nuculana,478.600,0.000,1154,654,0.0227
Nuculanella,318.100,306.950,1,0,NaN
Nucularca,460.900,443.700,2,0,NaN
Nuculavus,326.400,290.100,10,3,0.0027
Nuculina,61.700,58.700,2,2,0.0003
Nuculites,478.600,252.300,312,38,0.0345
Nuculodonta,409.100,391.900,1,0,NaN
Nuculoidea,449.500,360.700,170,59,0.0719
Nuculoma,247.200,13.650,116,93,0.0104
Nuculopsis,409.100,247.200,199,22,0.0298
Nucundata,265.000,259.000,1,0,NaN
Nucunella,48.600,37.200,2,0,NaN
Nudauris,303.400,272.500,8,0,NaN
Nudirostralina,235.000,221.500,2,0,NaN
Nudispiriferina,247.200,242.000,7,7,0.0222
Nudivagus,83.500,61.700,18,15,0.0138
Nuetzelia,251.300,247.200,2,0,NaN
Nullamphiura,99.600,93.500,1,0,NaN
Nummocalcar,164.700,99.600,5,3,0.0213
Nutricola,0.126,0.012,7,2,0.0146
Nuttallia,65.500,0.122,15,1,0.0099
Nuttallina,2.588,0.012,1,0,NaN
Nyalamites,251.300,247.200,4,0,NaN
Nyassa,388.100,383.700,20,0,NaN
Nyaya,488.300,476.800,1,0,NaN
Nyctopora,460.900,443.700,9,0,NaN
Nyella,513.000,501.000,4,1,0.5000
Nyhamnella,421.300,418.700,4,0,NaN
Nylanderina,412.300,360.700,4,0,NaN
Nymphactra,55.800,33.900,4,0,NaN
Nymphalucina,99.600,65.500,91,80,0.0193
Nymphaster,93.500,89.300,1,0,NaN
Nymphorhynchia,409.100,402.500,1,0,NaN
Oamaruia,33.900,15.970,5,0,NaN
Oanduporella,457.500,455.800,5,0,NaN
Obeliscus,37.200,33.900,4,0,NaN
Obesaria,402.500,391.900,1,0,NaN
Obex,15.970,11.608,2,0,NaN
Oblicarina,295.000,259.000,6,5,0.0503
Oblongarcula,140.200,130.000,1,1,0.0706
Obnixia,251.300,247.200,1,0,NaN
Oboedalites,513.000,501.000,1,0,NaN
Obolella,520.000,513.000,13,0,NaN
Obolus,530.000,452.000,43,8,0.1673
Obornella,167.700,155.700,4,1,0.0016
Obotritagrion,183.000,175.600,2,2,0.0159
Obrimia,409.100,391.900,6,0,NaN
Obsoletiforma,12.700,11.608,2,0,NaN
Obtortio,23.030,0.000,4,1,1.0000
Obtusella,11.608,2.588,2,0,NaN
Obtusicostites,164.700,161.200,10,6,0.0063
Obtusoconus,516.000,513.000,1,0,NaN
Occidalia,290.100,254.000,3,3,0.0397
Occiducrinus,279.500,272.500,3,0,NaN
Occultocystis,416.000,391.900,1,0,NaN
Occultocythereis,13.650,11.608,4,0,NaN
Ocenebra,28.400,0.122,80,15,0.0047
Ochetes,99.600,93.500,2,2,0.0225
Ochetoceras,164.700,150.800,2,1,0.0195
Ochetochilus,161.200,150.800,2,2,0.0068
Ochetosella,37.200,33.900,2,0,NaN
Ochotathyris,221.500,205.600,1,1,1.0000
Ochotochlamys,247.200,182.000,70,32,0.9541
Ochotomya,221.500,201.600,7,0,NaN
Ochotorhynchia,201.600,189.600,3,0,NaN
Ochthebius,65.500,61.700,1,0,NaN
Ocinebrellus,3.600,2.588,2,1,0.0052
Ocinebrina,33.900,0.781,16,13,0.0054
Ocnerorthis,501.000,478.600,2,0,NaN
Ocruranus,516.000,513.000,3,3,0.4524
Octillaenus,449.500,445.600,3,0,NaN
Octonaria,391.900,383.700,7,1,0.0018
Oculichasmops,457.500,449.500,1,0,NaN
Oculina,112.030,12.700,19,5,0.0094
Ocypode,15.970,0.012,5,3,1.0000
Odaraia,520.000,516.000,2,0,NaN
Odessites,421.300,416.000,6,0,NaN
Odontaster,175.600,161.200,1,1,1.0000
Odontobasis,70.600,65.500,4,2,0.0028
Odontochile,428.200,391.900,17,0,NaN
Odontocyathus,40.400,33.900,2,0,NaN
Odontodiscoceras,145.500,140.200,5,0,NaN
Odontofusus,70.600,65.500,1,0,NaN
Odontogryphaea,58.700,48.600,23,17,0.0522
Odontopleura,460.900,388.100,10,0,NaN
Odontoporella,0.126,0.012,1,0,NaN
Odontospirifer,268.000,254.000,4,0,NaN
Odostomella,23.030,20.430,1,0,NaN
Odostomia,65.500,0.000,305,144,0.0020
Oecematobolbina,466.000,455.800,3,0,NaN
Oecoptychius,164.700,161.200,3,0,NaN
Oecotraustes,171.600,161.200,4,2,0.0116
Oedicybele,460.900,443.700,2,0,NaN
Oedorhachis,513.000,488.300,3,0,NaN
Oehlertella,360.700,345.300,1,0,NaN
Oehlerticrinus,416.000,412.300,4,0,NaN
Oelandiella,542.000,520.000,1,0,NaN
Oenopota,55.800,0.000,22,9,0.0053
Oepikella,460.900,443.700,1,0,NaN
Oepikina,460.900,443.700,15,2,0.1023
Oepikites,501.000,488.300,4,3,0.9944
Oepikium,460.900,449.500,1,0,NaN
Offadesma,21.700,15.900,1,0,NaN
Offleya,443.700,428.200,1,0,NaN
Offneria,125.450,109.000,1,0,NaN
Ogbinia,268.000,265.000,1,0,NaN
Ogilviastraea,70.600,65.500,1,0,NaN
Ogilviecoelia,295.000,290.100,4,0,NaN
Ogilviella,416.000,412.300,7,1,0.0030
Ogiva,58.700,48.600,1,0,NaN
Ogivalina,37.200,33.900,1,0,NaN
Ogivia,61.700,58.700,1,0,NaN
Ogmasaphus,466.000,455.800,4,0,NaN
Ogmoconcha,205.600,182.000,8,0,NaN
Ogmoconchella,205.600,182.000,15,4,0.1852
Ogmoopsis,460.900,457.500,2,0,NaN
Ogyginus,471.800,457.500,9,3,0.2988
Ogygiocarella,463.500,449.500,6,2,0.7845
Ogygiocaris,478.600,460.900,20,3,0.5593
Ogygitella,466.000,460.900,6,0,NaN
Ogygites,466.000,457.500,7,0,NaN
Ogygopsis,516.000,505.000,4,0,NaN
Ohioceras,436.000,426.200,1,0,NaN
Oidalagnostus,504.000,501.000,8,2,0.0427
Oinochoe,416.000,412.300,1,0,NaN
Okhotodesma,272.500,265.000,2,0,NaN
Okhototrachyceras,235.000,232.000,3,3,1.0000
Oklahomacystis,460.900,449.500,2,0,NaN
Okolpania,279.500,272.500,1,1,0.0182
Okulitchicyathus,516.000,513.000,1,0,NaN
Olcostephanus,140.200,130.000,55,0,NaN
Oldhamina,265.000,252.300,38,2,0.1497
Olenaspella,501.000,488.300,7,0,NaN
Olenekoceras,251.300,247.200,42,9,0.2492
Olenellus,516.000,501.000,75,13,0.5923
Oleneothyris,65.500,61.700,1,0,NaN
Olenikites,251.300,247.200,31,10,0.2660
Olenoides,513.000,505.000,11,0,NaN
Olentella,501.000,488.300,1,0,NaN
Olenus,501.000,488.300,2,0,NaN
Olequahia,48.600,33.900,13,2,0.0305
Olgaephilus,272.500,268.000,6,6,0.0361
Olgambonites,460.900,449.500,2,2,0.1369
Olgerdia,268.000,265.000,1,0,NaN
Oligaeschna,33.900,23.030,1,0,NaN
Oligocythereis,189.600,161.200,4,0,NaN
Oligometopus,501.000,488.300,1,0,NaN
Oligoptycha,122.460,65.500,13,10,0.0025
Oligoptycherhynchus,412.300,402.500,4,0,NaN
Oligopygus,48.600,33.900,6,4,0.1625
Oligotresium,37.200,28.400,4,0,NaN
Oligotypus,318.100,306.950,2,2,0.0368
Olimfalunia,13.650,7.246,7,4,0.0092
Oliva,55.800,0.000,439,135,0.0080
Olivancillaria,33.900,0.000,20,6,0.0905
Olivella,65.500,0.000,401,140,0.0124
Omalaxis,122.460,40.400,11,0,NaN
Omalogyra,23.030,0.000,2,1,0.0002
Omanicrinus,295.000,290.100,1,0,NaN
Omanilasma,268.000,265.000,1,0,NaN
Ombonia,268.000,265.000,1,0,NaN
Omegops,364.700,360.700,13,0,NaN
Omeipsis,478.600,468.100,4,1,1.0000
Omma,196.500,189.600,1,1,0.0196
Ommatocarcinus,23.030,5.332,8,0,NaN
Omojuvavites,221.500,215.560,8,0,NaN
Omolonella,212.000,205.600,2,2,0.8745
Omolonia,279.500,272.500,1,0,NaN
Omolonothyris,182.000,175.600,1,0,NaN
Omospira,460.900,449.500,4,0,NaN
Omphalophyllia,235.000,221.500,1,0,NaN
Omphaloptycha,252.300,201.600,7,5,0.0677
Omphaloptychia,251.300,242.000,2,1,0.4545
Omphalotrochus,416.000,265.000,5,1,0.2000
Onaraspis,542.000,513.000,2,0,NaN
Oncagnostus,501.000,498.500,1,0,NaN
Onchocephalites,513.000,501.000,17,1,0.0727
Onchocephalus,513.000,505.000,3,0,NaN
Onchonotopsis,513.000,488.300,12,0,NaN
Onchonotus,488.300,478.600,1,0,NaN
Onchotrochus,99.600,93.500,1,0,NaN
Oncoceras,460.900,428.200,3,0,NaN
Oncograptus,468.900,466.000,5,0,NaN
Oncousoecia,58.700,0.126,6,1,0.0556
Ondina,23.030,1.6,5,5,0.0012
Onerosiconcha,466.000,460.900,1,0,NaN
Onitshoceras,89.300,85.800,1,0,NaN
Onkedodimus,183.000,182.000,1,1,0.0027
Onkospira,122.460,65.500,3,1,0.5000
Onnia,466.000,449.500,31,0,NaN
Onnicalymene,455.800,449.500,6,0,NaN
Onniella,466.000,439.000,108,8,0.0453
Onnizetina,457.500,443.700,1,0,NaN
Onoba,15.970,0.000,20,4,0.0094
Onthophagus,65.500,48.600,2,1,0.0079
Onustus,5.332,0.781,3,0,NaN
Onychaster,364.700,342.800,3,0,NaN
Onychocella,93.500,1.7,10,3,0.0050
Onychochilus,436.000,426.200,3,0,NaN
Onychocrinus,345.300,345.000,13,8,0.0306
Onychodictyon,520.000,516.000,3,1,0.0040
Onychopterella,455.800,443.700,1,0,NaN
Onychopyge,501.000,452.000,19,8,0.0327
Onymagnostus,513.000,501.000,2,0,NaN
Oochorista,272.500,268.000,1,1,0.0185
Oocorys,6.1,5.7,3,3,0.0312
Oolitica,189.600,155.700,8,0,NaN
Oopsites,478.600,466.000,2,0,NaN
Oosterella,140.200,130.000,2,0,NaN
Oosthuizenella,409.100,391.900,3,0,NaN
Oostrombus,37.200,33.900,2,0,NaN
Opalia,122.460,0.012,55,28,0.0005
Opaliopsis,140.200,5.332,6,4,0.0019
Opertochasma,99.600,65.500,19,7,0.0033
Opetiala,145.500,140.200,1,1,0.0135
Ophiacantha,196.500,89.300,14,0,NaN
Ophiarachna,183.000,168.400,2,0,NaN
Ophiaulax,364.700,247.200,2,0,NaN
Ophiceras,252.300,247.200,94,1,1.0000
Ophileta,488.300,443.700,8,0,NaN
Ophiletina,460.900,449.500,7,0,NaN
Ophiocoma,161.200,89.300,2,1,1.0000
Ophiocrinus,416.000,391.900,7,0,NaN
Ophiocrossota,23.030,15.970,1,0,NaN
Ophiocten,196.500,182.000,2,0,NaN
Ophioderma,254.000,89.300,7,1,0.8667
Ophiodermella,23.030,0.122,23,5,0.0098
Ophioglypha,201.600,65.500,2,2,1.0000
Ophioglyphoida,112.030,99.600,1,1,1.0000
Ophiolancea,140.200,136.400,1,1,1.0000
Ophiolepis,2.588,0.012,1,0,NaN
Ophioma,11.608,5.332,1,1,0.5000
Ophiomusium,196.500,15.970,22,3,0.8726
Ophiopetra,175.600,155.700,8,1,0.0008
Ophiopeza,167.700,164.700,1,1,0.1667
Ophiopholis,183.000,155.700,4,0,NaN
Ophioplinthaca,83.500,70.600,1,1,1.0000
Ophiorhabdoceras,212.000,205.600,1,0,NaN
Ophiosmilax,93.500,89.300,6,0,NaN
Ophiotitanos,99.600,89.300,5,0,NaN
Ophiotrigonum,161.200,155.700,1,1,0.3333
Ophiraphidites,93.500,33.900,2,0,NaN
Ophiura,205.600,0.126,17,7,0.9433
Ophiurella,167.700,164.700,1,1,0.3333
Ophiurites,40.400,37.200,2,2,0.7071
Ophthalmapseudes,136.400,130.000,1,1,0.8000
Opis,183.000,70.600,26,10,0.0085
Opisoma,70.600,65.500,2,0,NaN
Opisthophyllum,145.500,112.030,2,0,NaN
Opisthoplax,416.000,412.300,1,0,NaN
Opisthoptera,449.500,443.700,2,2,0.0350
Opisthotrigonia,155.700,136.400,4,0,NaN
Opoa,439.000,436.000,1,0,NaN
Oppelia,171.600,161.200,5,1,0.0034
Oppelismilia,201.600,196.500,2,0,NaN
Oppenheimopecten,20.430,12.700,13,0,NaN
Opsiconidion,436.000,418.700,6,0,NaN
Opsidiscus,513.000,501.000,1,0,NaN
Opsiocrinus,388.100,383.700,1,0,NaN
Optoturris,40.400,15.970,4,0,NaN
Orania,23.030,2.588,8,8,0.0076
Oraniceras,167.700,164.700,5,0,NaN
Orbicoelia,279.500,251.300,24,1,0.2593
Orbicula,339.400,336.000,1,0,NaN
Orbiculoidea,478.600,140.200,406,109,0.0298
Orbipora,460.900,265.000,4,1,0.0093
Orbirhynchia,125.450,112.030,4,0,NaN
Orbitestella,33.900,11.608,7,1,0.0014
Orbithele,513.000,466.000,4,1,0.0097
Orbitremites,345.300,345.000,3,0,NaN
Orbitulipora,40.400,37.200,2,0,NaN
Ordinisabulo,466.000,460.900,1,0,NaN
Ordogeisonoceras,460.900,449.500,2,0,NaN
Orecopia,383.700,376.100,1,0,NaN
Orectospira,48.600,2.588,4,0,NaN
Oregonia,33.900,23.030,1,0,NaN
Oretia,227.500,221.500,5,0,NaN
Orientopecten,254.000,252.300,4,0,NaN
Orientospira,212.000,205.600,3,2,0.3857
Orientospirifer,416.000,402.500,13,0,NaN
Orinella,55.800,2.588,3,2,0.0020
Oriocrassatella,326.400,252.300,33,4,0.1851
Orionina,28.400,3.600,12,0,NaN
Orionoides,164.700,161.200,1,1,0.0204
Oriostoma,443.700,409.100,22,4,0.0301
Orlovicavina,247.200,242.000,3,0,NaN
Orlovirhynchia,189.600,183.000,4,0,NaN
Ormathops,466.000,457.500,19,0,NaN
Ormistoniella,409.100,391.900,4,0,NaN
Ormoceras,452.000,391.900,5,0,NaN
Ornaticannula,161.200,155.700,4,0,NaN
Ornaticosta,279.500,272.500,1,1,0.0175
Ornithopecten,254.000,252.300,1,0,NaN
Ornopsis,83.500,65.500,19,14,0.0048
Ornothyrella,449.500,445.600,1,0,NaN
Orobitella,2.588,0.000,6,2,0.0006
Orocystites,457.500,443.700,1,0,NaN
Orometopus,488.300,466.000,10,0,NaN
Orophocrinus,376.100,339.400,5,5,0.0018
Orospira,488.300,468.100,1,0,NaN
Orphanaspis,449.500,443.700,1,0,NaN
Orthambonites,488.300,443.700,42,10,0.1434
Orthaster,65.500,61.700,2,0,NaN
Orthaulax,48.600,18.2,20,1,0.0408
Orthidium,478.600,468.100,1,0,NaN
Orthis,488.300,336.000,58,4,0.4095
Orthisocrania,457.500,455.800,3,0,NaN
Orthobairdia,345.000,254.000,4,0,NaN
Orthocardium,55.800,33.900,11,0,NaN
Orthoceltites,232.000,221.500,1,1,0.2000
Orthoceras,478.600,232.000,163,8,0.0497
Orthochetus,105.300,99.600,1,1,0.0005
Orthocrinus,409.100,402.500,1,0,NaN
Orthocycloceras,443.700,391.900,4,3,0.0233
Orthodesma,456.100,418.700,19,0,NaN
Orthodochmioceras,436.000,426.200,1,0,NaN
Orthograptus,466.000,436.000,88,2,0.0459
Orthomyalina,301.200,295.000,13,13,0.1393
Orthomylacris,311.450,306.950,3,3,0.0468
Orthonema,313.800,252.300,18,1,0.0014
Orthoneurites,272.500,268.000,1,1,0.0270
Orthonota,457.500,383.700,45,8,0.0510
Orthonotacythere,136.400,130.000,1,0,NaN
Orthonychia,416.000,306.950,14,4,0.0633
Orthophlebia,205.600,182.000,19,19,0.0128
Orthophlebioides,205.600,182.000,2,2,0.0090
Orthopsis,99.600,93.500,1,1,0.0041
Orthoretiolites,449.500,445.600,3,0,NaN
Orthorhynchula,452.000,449.500,9,0,NaN
Orthoscytina,254.000,252.300,1,1,0.0104
Orthosphinctes,155.700,150.800,1,0,NaN
Orthospirifer,388.100,376.100,93,55,0.1290
Orthostrophella,443.700,418.700,3,0,NaN
Orthostrophia,443.700,409.100,5,0,NaN
Orthosurcula,65.500,7.246,83,57,0.0042
Orthotetes,416.000,252.300,67,23,0.0653
Orthotheca,513.000,391.900,19,0,NaN
Orthothetina,339.400,252.300,128,14,0.0551
Orthothrix,268.000,252.300,3,0,NaN
Orthotichia,326.400,252.300,32,6,0.0257
Orthotrigonia,201.600,167.700,3,0,NaN
Orthoyoldia,65.500,0.012,36,17,0.0070
Orthrozanclus,513.000,488.300,1,1,1.0000
Orusia,498.500,494.000,2,0,NaN
Oryctocara,513.000,505.000,2,1,1.0000
Oryctocephalites,513.000,507.000,4,3,0.0929
Oryctocephaloides,516.000,505.000,1,0,NaN
Oryctocephalus,516.000,505.000,28,10,0.4794
Oryctomya,58.700,55.800,1,1,0.0009
Osachila,15.970,11.608,3,0,NaN
Oscillopha,93.500,89.300,1,0,NaN
Osculipora,93.500,89.300,1,0,NaN
Osedax,3.600,2.588,1,0,NaN
Osekaspis,466.000,466.000,2,0,NaN
Osilinus,61.700,58.700,1,0,NaN
Oslogonites,478.600,466.000,2,1,0.1000
Osperlioceras,180.100,175.600,3,0,NaN
Osteocrinus,242.000,235.000,3,0,NaN
Osteomya,196.500,161.200,11,7,0.0301
Osthimosia,33.900,28.400,1,0,NaN
Ostlingoceras,105.300,93.500,13,9,0.1768
Ostrea,235.000,0.000,1414,412,0.0268
Ostreola,10.9,0.000,16,4,0.0259
Ostreonella,93.500,89.300,1,0,NaN
Otapiria,235.000,145.500,73,4,1.0000
Otarion,478.600,388.100,43,2,0.0159
Otiomyllon,5.332,3.600,1,1,0.0058
Otionella,40.400,33.900,3,1,0.0006
Otoarpadites,242.000,235.000,1,0,NaN
Otoceras,252.300,251.300,40,17,0.7204
Otocythere,180.100,171.600,29,0,NaN
Otohoplites,112.030,105.300,21,5,0.0173
Otopleura,2.588,0.781,1,0,NaN
Otostoma,171.600,48.600,21,6,0.0069
Ottenbyella,488.300,478.600,1,0,NaN
Ottoia,513.000,505.000,1,0,NaN
Oulophyllia,11.608,5.332,1,0,NaN
